Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
10/12/2022,192.30,172.12,172.28,NS,153.94,132.28,107.47,111.85,97.11
03/12/2022,196.36,175.94,169.76,NS,141.25,134.92,109.60,114.82,99.33
26/11/2022,204.60,181.44,167.87,NS,160.96,135.27,112.21,118.85,102.97
19/11/2022,206.67,184.06,170.99,NS,NS,138.05,114.55,120.42,108.87
12/11/2022,214.24,188.18,172.92,NS,147.10,138.94,114.44,123.02,106.58
05/11/2022,209.49,194.02,179.15,NS,NS,136.82,111.77,117.48,101.22
29/10/2022,225.98,195.48,184.07,NS,158.58,135.07,106.58,NS,93.75
22/10/2022,218.39,203.47,185.36,NS,120.93,130.04,102.40,110.92,85.98
15/10/2022,216.64,201.39,181.29,NS,157.05,131.03,98.31,112.55,85.60
08/10/2022,NS,NS,NS,NS,NS,131.33,96.97,111.87,86.26
01/10/2022,212.43,193.12,175.35,NS,176.93,135.56,100.09,111.08,90.21
24/09/2022,215.71,195.06,169.95,NS,156.40,138.81,98.97,113.02,91.55
17/09/2022,227.83,202.41,173.07,NS,183.01,139.92,97.15,114.42,94.25
10/09/2022,235.43,212.39,182.92,NS,163.41,NS,97.70,107.18,91.85
03/09/2022,245.11,216.24,185.75,NS,167.52,145.59,96.08,106.52,88.21
27/08/2022,245.61,212.01,182.06,NS,173.79,142.78,94.80,104.87,82.00
20/08/2022,244.30,210.90,181.52,NS,162.97,145.41,90.16,100.52,80.83
13/08/2022,245.05,211.61,187.41,NS,169.27,139.06,86.95,99.01,80.33
06/08/2022,250.88,209.95,188.79,NS,169.72,132.98,85.65,100.12,79.13
30/07/2022,250.86,215.11,188.67,NS,160.11,131.94,86.41,96.85,73.69
23/07/2022,240.99,207.12,181.92,NS,192.42,129.86,82.71,95.79,69.24
16/07/2022,236.69,205.16,180.06,NS,176.21,130.36,76.57,94.08,70.89
09/07/2022,248.26,208.70,187.17,NS,181.33,129.98,75.78,92.45,68.81
02/07/2022,257.45,213.37,198.41,NS,163.33,124.40,75.58,93.28,68.49
25/06/2022,258.02,216.62,203.85,NS,251.88,124.67,89.01,92.81,72.34
18/06/2022,250.37,224.31,207.27,NS,185.66,119.26,76.32,96.38,74.12
11/06/2022,212.26,208.38,202.03,NS,191.91,117.60,80.33,94.81,74.56
04/06/2022,189.99,189.27,191.63,NS,230.65,120.37,84.15,96.02,74.54
28/05/2022,187.06,180.88,180.78,NS,152.05,122.14,85.06,95.75,74.77
21/05/2022,197.95,180.30,174.14,NS,153.00,126.87,85.66,101.44,78.46
14/05/2022,197.65,185.60,175.92,NS,172.29,128.29,87.31,99.62,81.16
07/05/2022,214.26,194.29,184.57,NS,159.74,133.23,89.01,101.81,79.72
30/04/2022,238.82,215.41,203.41,NS,198.70,133.41,90.25,102.49,80.26
23/04/2022,241.59,256.67,229.12,NS,186.66,135.64,91.05,103.31,79.29
16/04/2022,236.80,272.04,227.47,NS,199.62,NS,91.42,97.99,80.37
09/04/2022,225.79,242.09,265.10,NS,NS,131.71,90.92,99.95,79.25
02/04/2022,NS,130.15,178.71,NS,NS,136.26,89.86,97.17,80.78
26/03/2022,144.31,NS,NS,NS,NS,133.54,90.21,98.10,79.86
19/03/2022,NS,NS,NS,NS,NS,134.07,88.97,99.61,81.34
12/03/2022,NS,NS,NS,NS,100.59,136.57,92.29,102.56,84.89
05/03/2022,NS,132.14,NS,NS,NS,136.39,97.09,105.15,87.26
26/02/2022,142.20,NS,121.50,NS,109.58,136.90,100.73,107.57,88.82
19/02/2022,NS,135.50,NS,NS,NS,140.42,102.50,110.92,89.25
12/02/2022,148.65,141.80,NS,NS,NS,140.41,104.05,112.29,90.71
05/02/2022,161.20,148.10,129.89,NS,120.42,140.12,102.76,114.67,91.26
29/01/2022,NS,149.06,139.98,NS,127.18,140.70,103.64,111.73,89.83
22/01/2022,166.24,148.01,146.52,NS,120.57,142.85,100.07,109.38,88.30
15/01/2022,175.82,151.42,152.10,NS,129.16,142.55,97.92,112.60,89.91
08/01/2022,180.49,153.81,155.39,NS,126.04,140.21,96.41,112.37,89.13
01/01/2022,191.56,162.42,165.34,NS,144.13,NS,NS,NS,NS
29/07/2023,224.21,210.37,173.6,NS,158.69,126,93.3,101.32,81.23
22/07/2023,232.14,210.43,178.53,NS,145.04,126.63,94.05,102.46,82.26
15/07/2023,235.72,213.6,184.32,NS,163.34,126.17,91.1,105.5,82.44
08/07/2023,238.82,215.23,182.15,NS,167.25,128.51,93.07,105.6,84.79
01/07/2023,241.71,213.56,187.14,NS,152.62,131.42,94.79,106.04,87.19
24/06/2023,235.75,213.03,186.53,NS,190.59,128.57,97.18,105.73,91.0
17/06/2023,236.22,217.54,180.94,NS,142.35,129.21,96.58,106.16,89.22
10/06/2023,225.96,215.78,180.21,NS,163.69,130.81,95.96,106.77,90.01
03/06/2023,199.47,206.53,179.91,NS,149.2,131.33,93.26,105.97,90.31
27/05/2023,186.28,193.01,182.67,NS,171.88,133.12,95.46,110.05,93.04
20/05/2023,183.69,183.62,182.7,NS,158.98,134.61,99.93,111.21,95.97
13/05/2023,194.3,190.91,181.91,NS,158.89,135.98,103.28,115.51,104.58
06/05/2023,189.32,193.24,175.95,NS,160.77,138.95,107.34,117.55,107.99
29/04/2023,200.11,200.93,176.79,NS,201.24,137.79,109.33,120.78,106.45
22/04/2023,197.09,213.97,182.95,NS,162.07,138.16,110.92,122.44,104.91
15/04/2023,184.54,222.77,188.18,NS,226.70,137.80,108.61,123.49,105.15
08/04/2023,199.49,215.23,201.48,NS,193.93,NS,108.89,123.11,105.21
01/04/2023,NS,171.99,199.27,NS,NS,139.84,110.02,118.85,107.84
25/03/2023,149.89,139.38,154.42,NS,NS,142.18,112.46,124.26,109.27
18/03/2023,NS,NS,NS,NS,NS,142.8,113.71,122.49,106.86
11/03/2023,140.14,135.90,139.16,NS,NS,144.67,114.55,125.58,108.45
04/03/2023,149.57,134.52,130.25,NS,NS,145.36,116.79,125.11,109.2
25/02/2023,NS,NS,NS,NS,NS,147.46,117.15,128.06,112.18
18/02/2023,153.26,139.48,132.68,NS,NS,150.34,117.6,127.83,115.73
11/02/2023,148.58,140.69,132.89,NS,116.08,152.09,119.22,129.15,117.79
04/02/2023,148.16,141.62,132.78,NS,NS,151.29,118.64,129.83,113.39
28/01/2023,153.55,140.58,140.01,NS,119.41,149.40,117.51,126.11,111.19
21/01/2023,152.02,139.6,138.39,NS,114.83,143.28,114.9,126.78,108.78
14/01/2023,162.08,144.66,145.15,NS,134.87,143.83,113.77,120.92,105.31
07/01/2023,167.96,147.71,150.71,NS,118.65,141.67,112.7,120.44,104.35
