Harvest_year,Company,Tobacco_Type,Class,R$_Kg
2017_2018,CTA,Burley,G,0.71
2017_2018,MaraS Ca,Virginia,T O 1,11.16
2017_2018,MaraS Ca,Virginia,T O 2,9.42
2017_2018,MaraS Ca,Virginia,T O 3,7.85
2017_2018,MaraS Ca,Virginia,T R 1,8.30
2017_2018,MaraS Ca,Virginia,T R 2,5.96
2017_2018,MaraS Ca,Virginia,T R 3,3.47
2017_2018,MaraS Ca,Virginia,T L 1,7.15
2017_2018,MaraS Ca,Virginia,T L 2,5.54
2017_2018,MaraS Ca,Virginia,T K,4.01
2017_2018,MaraS Ca,Virginia,B O 1,11.81
2017_2018,MaraS Ca,Virginia,B O 2,10.12
2017_2018,MaraS Ca,Virginia,B O 3,8.05
2017_2018,MaraS Ca,Virginia,B R 1,8.75
2017_2018,MaraS Ca,Virginia,B R 2,6.70
2017_2018,MaraS Ca,Virginia,B R 3,4.25
2017_2018,MaraS Ca,Virginia,B L 1,8.69
2017_2018,MaraS Ca,Virginia,B L 2,7.05
2017_2018,MaraS Ca,Virginia,B K,5.14
2017_2018,MaraS Ca,Virginia,C O 1,10.48
2017_2018,MaraS Ca,Virginia,C O 2,9.04
2017_2018,MaraS Ca,Virginia,C O 3,7.30
2017_2018,MaraS Ca,Virginia,C R 1,7.22
2017_2018,MaraS Ca,Virginia,C R 2,5.22
2017_2018,MaraS Ca,Virginia,C R 3,3.30
2017_2018,MaraS Ca,Virginia,C L 1,8.15
2017_2018,MaraS Ca,Virginia,C L 2,6.59
2017_2018,MaraS Ca,Virginia,C K,4.10
2017_2018,MaraS Ca,Virginia,X O 1,9.19
2017_2018,MaraS Ca,Virginia,X O 2,7.60
2017_2018,MaraS Ca,Virginia,X O 3,6.23
2017_2018,MaraS Ca,Virginia,X R 1,6.78
2017_2018,MaraS Ca,Virginia,X R 2,4.19
2017_2018,MaraS Ca,Virginia,X R 3,2.47
2017_2018,MaraS Ca,Virginia,X L 1,7.22
2017_2018,MaraS Ca,Virginia,X L 2,5.86
2017_2018,MaraS Ca,Virginia,X K,3.01
2017_2018,MaraS Ca,Virginia,G 2,3.91
2017_2018,MaraS Ca,Virginia,G 3,1.02
2017_2018,MaraS Ca,Virginia,N,2.58
2017_2018,MaraS Ca,Virginia,S C,1.02
2017_2018,MaraS Ca,Virginia,S T,0.62
2017_2018,Brasfumo,Virginia,T O 1,11.22
2017_2018,Brasfumo,Virginia,T O 2,9.47
2017_2018,Brasfumo,Virginia,T O 3,8.05
2017_2018,Brasfumo,Virginia,T R 1,8.74
2017_2018,Brasfumo,Virginia,T R 2,5.99
2017_2018,Brasfumo,Virginia,T R 3,3.49
2017_2018,Brasfumo,Virginia,T L 1,7.29
2017_2018,Brasfumo,Virginia,T L 2,5.66
2017_2018,Brasfumo,Virginia,T K,4.30
2017_2018,Brasfumo,Virginia,B O 1,11.79
2017_2018,Brasfumo,Virginia,B O 2,10.21
2017_2018,Brasfumo,Virginia,B O 3,8.21
2017_2018,Brasfumo,Virginia,B R 1,9.19
2017_2018,Brasfumo,Virginia,B R 2,6.74
2017_2018,Brasfumo,Virginia,B R 3,4.51
2017_2018,Brasfumo,Virginia,B L 1,8.96
2017_2018,Brasfumo,Virginia,B L 2,7.25
2017_2018,Brasfumo,Virginia,B K,5.66
2017_2018,Brasfumo,Virginia,C O 1,10.53
2017_2018,Brasfumo,Virginia,C O 2,9.25
2017_2018,Brasfumo,Virginia,C O 3,7.46
2017_2018,Brasfumo,Virginia,C R 1,7.39
2017_2018,Brasfumo,Virginia,C R 2,5.26
2017_2018,Brasfumo,Virginia,C R 3,3.38
2017_2018,Brasfumo,Virginia,C L 1,8.34
2017_2018,Brasfumo,Virginia,C L 2,6.74
2017_2018,Brasfumo,Virginia,C K,4.20
2017_2018,Brasfumo,Virginia,X O 1,9.25
2017_2018,Brasfumo,Virginia,X O 2,7.77
2017_2018,Brasfumo,Virginia,X O 3,6.37
2017_2018,Brasfumo,Virginia,X R 1,6.93
2017_2018,Brasfumo,Virginia,X R 2,4.28
2017_2018,Brasfumo,Virginia,X R 3,2.52
2017_2018,Brasfumo,Virginia,X L 1,7.39
2017_2018,Brasfumo,Virginia,X L 2,5.99
2017_2018,Brasfumo,Virginia,X K,3.07
2017_2018,Brasfumo,Virginia,G 2,4.00
2017_2018,Brasfumo,Virginia,G 3,1.04
2017_2018,Brasfumo,Virginia,N,2.63
2017_2018,Brasfumo,Virginia,S C,1.04
2017_2018,Brasfumo,Virginia,S T,0.63
2017_2018,Brasfumo,Burley,T 1,9.28
2017_2018,Brasfumo,Burley,T 1 L,8.38
2017_2018,Brasfumo,Burley,T 2,8.15
2017_2018,Brasfumo,Burley,T 2 L,6.46
2017_2018,Brasfumo,Burley,T 3,5.79
2017_2018,Brasfumo,Burley,T 3 L,5.08
2017_2018,Brasfumo,Burley,T K,3.74
2017_2018,Brasfumo,Burley,B 1,9.65
2017_2018,Brasfumo,Burley,B 1 L,8.70
2017_2018,Brasfumo,Burley,B 2,8.24
2017_2018,Brasfumo,Burley,B 2 L,7.26
2017_2018,Brasfumo,Burley,B 3,6.54
2017_2018,Brasfumo,Burley,B 3 L,5.43
2017_2018,Brasfumo,Burley,B K,4.69
2017_2018,Brasfumo,Burley,C 1,9.42
2017_2018,Brasfumo,Burley,C 1 L,8.62
2017_2018,Brasfumo,Burley,C 2,8.21
2017_2018,Brasfumo,Burley,C 2 L,7.26
2017_2018,Brasfumo,Burley,C 3,6.37
2017_2018,Brasfumo,Burley,C 3 L,5.25
2017_2018,Brasfumo,Burley,C K,4.69
2017_2018,Brasfumo,Burley,X 1,8.70
2017_2018,Brasfumo,Burley,X 1 L,8.34
2017_2018,Brasfumo,Burley,X 2,7.41
2017_2018,Brasfumo,Burley,X 2 L,6.93
2017_2018,Brasfumo,Burley,X 3,5.79
2017_2018,Brasfumo,Burley,X 3 L,5.25
2017_2018,Brasfumo,Burley,X K,4.20
2017_2018,Brasfumo,Burley,N,1.69
2017_2018,Brasfumo,Burley,G,0.71
2017_2018,Intab,Virginia,T O 1,10.87
2017_2018,Intab,Virginia,T O 2,9.20
2017_2018,Intab,Virginia,T O 3,7.76
2017_2018,Intab,Virginia,T R 1,8.47
2017_2018,Intab,Virginia,T R 2,5.80
2017_2018,Intab,Virginia,T R 3,3.35
2017_2018,Intab,Virginia,T L 1,7.00
2017_2018,Intab,Virginia,T L 2,5.47
2017_2018,Intab,Virginia,T K,4.01
2017_2018,Intab,Virginia,B O 1,11.47
2017_2018,Intab,Virginia,B O 2,9.87
2017_2018,Intab,Virginia,B O 3,7.94
2017_2018,Intab,Virginia,B R 1,8.89
2017_2018,Intab,Virginia,B R 2,6.47
2017_2018,Intab,Virginia,B R 3,4.20
2017_2018,Intab,Virginia,B L 1,8.68
2017_2018,Intab,Virginia,B L 2,7.02
2017_2018,Intab,Virginia,B K,5.14
2017_2018,Intab,Virginia,C O 1,10.29
2017_2018,Intab,Virginia,C O 2,9.04
2017_2018,Intab,Virginia,C O 3,7.27
2017_2018,Intab,Virginia,C R 1,7.22
2017_2018,Intab,Virginia,C R 2,5.14
2017_2018,Intab,Virginia,C R 3,3.27
2017_2018,Intab,Virginia,C L 1,8.15
2017_2018,Intab,Virginia,C L 2,6.54
2017_2018,Intab,Virginia,C K,4.05
2017_2018,Intab,Virginia,X O 1,9.04
2017_2018,Intab,Virginia,X O 2,7.54
2017_2018,Intab,Virginia,X O 3,6.20
2017_2018,Intab,Virginia,X R 1,6.78
2017_2018,Intab,Virginia,X R 2,4.19
2017_2018,Intab,Virginia,X R 3,2.47
2017_2018,Intab,Virginia,X L 1,7.10
2017_2018,Intab,Virginia,X L 2,5.70
2017_2018,Intab,Virginia,X K,3.00
2017_2018,Intab,Virginia,G 2,3.87
2017_2018,Intab,Virginia,G 3,1.01
2017_2018,Intab,Virginia,N,2.54
2017_2018,Intab,Virginia,S C,1.01
2017_2018,Intab,Virginia,S T,0.63
2017_2018,Intab,Burley,T 1,9.07
2017_2018,Intab,Burley,T 1 L,8.20
2017_2018,Intab,Burley,T 2,7.97
2017_2018,Intab,Burley,T 2 L,6.32
2017_2018,Intab,Burley,T 3,5.66
2017_2018,Intab,Burley,T 3 L,4.97
2017_2018,Intab,Burley,T K,3.65
2017_2018,Intab,Burley,B 1,9.43
2017_2018,Intab,Burley,B 1 L,8.50
2017_2018,Intab,Burley,B 2,8.06
2017_2018,Intab,Burley,B 2 L,7.09
2017_2018,Intab,Burley,B 3,6.39
2017_2018,Intab,Burley,B 3 L,5.31
2017_2018,Intab,Burley,B K,4.58
2017_2018,Intab,Burley,C 1,9.21
2017_2018,Intab,Burley,C 1 L,8.43
2017_2018,Intab,Burley,C 2,8.02
2017_2018,Intab,Burley,C 2 L,7.09
2017_2018,Intab,Burley,C 3,6.23
2017_2018,Intab,Burley,C 3 L,5.13
2017_2018,Intab,Burley,C K,4.58
2017_2018,Intab,Burley,X 1,8.50
2017_2018,Intab,Burley,X 1 L,8.15
2017_2018,Intab,Burley,X 2,7.25
2017_2018,Intab,Burley,X 2 L,6.78
2017_2018,Intab,Burley,X 3,5.66
2017_2018,Intab,Burley,X 3 L,5.13
2017_2018,Intab,Burley,X K,4.09
2017_2018,Intab,Burley,N,1.56
2017_2018,Intab,Burley,G,0.70
2017_2018,UTC,Virginia,T O 1,10.86
2017_2018,UTC,Virginia,T O 2,9.17
2017_2018,UTC,Virginia,T O 3,7.79
2017_2018,UTC,Virginia,T R 1,8.47
2017_2018,UTC,Virginia,T R 2,5.80
2017_2018,UTC,Virginia,T R 3,3.38
2017_2018,UTC,Virginia,T L 1,7.05
2017_2018,UTC,Virginia,T L 2,5.47
2017_2018,UTC,Virginia,T K,4.16
2017_2018,UTC,Virginia,B O 1,11.42
2017_2018,UTC,Virginia,B O 2,9.88
2017_2018,UTC,Virginia,B O 3,7.96
2017_2018,UTC,Virginia,B R 1,8.89
2017_2018,UTC,Virginia,B R 2,6.53
2017_2018,UTC,Virginia,B R 3,4.37
2017_2018,UTC,Virginia,B L 1,8.68
2017_2018,UTC,Virginia,B L 2,7.02
2017_2018,UTC,Virginia,B K,5.47
2017_2018,UTC,Virginia,C O 1,10.30
2017_2018,UTC,Virginia,C O 2,9.04
2017_2018,UTC,Virginia,C O 3,7.30
2017_2018,UTC,Virginia,C R 1,7.22
2017_2018,UTC,Virginia,C R 2,5.14
2017_2018,UTC,Virginia,C R 3,3.30
2017_2018,UTC,Virginia,C L 1,8.15
2017_2018,UTC,Virginia,C L 2,6.59
2017_2018,UTC,Virginia,C K,4.10
2017_2018,UTC,Virginia,X O 1,9.04
2017_2018,UTC,Virginia,X O 2,7.60
2017_2018,UTC,Virginia,X O 3,6.23
2017_2018,UTC,Virginia,X R 1,6.78
2017_2018,UTC,Virginia,X R 2,4.19
2017_2018,UTC,Virginia,X R 3,2.47
2017_2018,UTC,Virginia,X L 1,7.22
2017_2018,UTC,Virginia,X L 2,5.86
2017_2018,UTC,Virginia,X K,3.01
2017_2018,UTC,Virginia,G 2,3.91
2017_2018,UTC,Virginia,G 3,1.02
2017_2018,UTC,Virginia,N,2.58
2017_2018,UTC,Virginia,S C,1.02
2017_2018,UTC,Virginia,S T,0.62
2017_2018,UTC,Burley,T 1,9.07
2017_2018,UTC,Burley,T 1 L,8.20
2017_2018,UTC,Burley,T 2,7.97
2017_2018,UTC,Burley,T 2 L,6.32
2017_2018,UTC,Burley,T 3,5.66
2017_2018,UTC,Burley,T 3 L,4.97
2017_2018,UTC,Burley,T K,3.65
2017_2018,UTC,Burley,B 1,9.43
2017_2018,UTC,Burley,B 1 L,8.50
2017_2018,UTC,Burley,B 2,8.06
2017_2018,UTC,Burley,B 2 L,7.09
2017_2018,UTC,Burley,B 3,6.39
2017_2018,UTC,Burley,B 3 L,5.31
2017_2018,UTC,Burley,B K,4.58
2017_2018,UTC,Burley,C 1,9.21
2017_2018,UTC,Burley,C 1 L,8.43
2017_2018,UTC,Burley,C 2,8.02
2017_2018,UTC,Burley,C 2 L,7.09
2017_2018,UTC,Burley,C 3,6.23
2017_2018,UTC,Burley,C 3 L,5.13
2017_2018,UTC,Burley,C K,4.31
2017_2018,UTC,Burley,X 1,8.50
2017_2018,UTC,Burley,X 1 L,8.15
2017_2018,UTC,Burley,X 2,7.25
2017_2018,UTC,Burley,X 2 L,6.78
2017_2018,UTC,Burley,X 3,5.66
2017_2018,UTC,Burley,X 3 L,5.13
2017_2018,UTC,Burley,X K,4.09
2017_2018,UTC,Burley,N,1.66
2017_2018,UTC,Burley,G,0.70
2017_2018,ATC,Virginia,T O 1,10.67
2017_2018,ATC,Virginia,T O 2,9.01
2017_2018,ATC,Virginia,T O 3,7.64
2017_2018,ATC,Virginia,T R 1,8.30
2017_2018,ATC,Virginia,T R 2,5.70
2017_2018,ATC,Virginia,T R 3,3.16
2017_2018,ATC,Virginia,T L 1,6.94
2017_2018,ATC,Virginia,T L 2,5.37
2017_2018,ATC,Virginia,T K,3.88
2017_2018,ATC,Virginia,B O 1,11.22
2017_2018,ATC,Virginia,B O 2,9.71
2017_2018,ATC,Virginia,B O 3,7.81
2017_2018,ATC,Virginia,B R 1,8.74
2017_2018,ATC,Virginia,B R 2,6.39
2017_2018,ATC,Virginia,B R 3,4.07
2017_2018,ATC,Virginia,B L 1,8.53
2017_2018,ATC,Virginia,B L 2,6.91
2017_2018,ATC,Virginia,B K,5.11
2017_2018,ATC,Virginia,C O 1,10.17
2017_2018,ATC,Virginia,C O 2,8.91
2017_2018,ATC,Virginia,C O 3,7.20
2017_2018,ATC,Virginia,C R 1,7.13
2017_2018,ATC,Virginia,C R 2,5.06
2017_2018,ATC,Virginia,C R 3,3.10
2017_2018,ATC,Virginia,C L 1,8.04
2017_2018,ATC,Virginia,C L 2,6.51
2017_2018,ATC,Virginia,C K,3.84
2017_2018,ATC,Virginia,X O 1,8.91
2017_2018,ATC,Virginia,X O 2,7.49
2017_2018,ATC,Virginia,X O 3,6.15
2017_2018,ATC,Virginia,X R 1,6.69
2017_2018,ATC,Virginia,X R 2,4.14
2017_2018,ATC,Virginia,X R 3,2.31
2017_2018,ATC,Virginia,X L 1,7.13
2017_2018,ATC,Virginia,X L 2,5.78
2017_2018,ATC,Virginia,X K,2.81
2017_2018,ATC,Virginia,G 2,3.66
2017_2018,ATC,Virginia,G 3,0.94
2017_2018,ATC,Virginia,N,2.41
2017_2018,ATC,Virginia,S C,0.94
2017_2018,ATC,Virginia,S T,0.59
2017_2018,ATC,Burley,T 1,9.04
2017_2018,ATC,Burley,T 1 L,8.16
2017_2018,ATC,Burley,T 2,7.93
2017_2018,ATC,Burley,T 2 L,6.28
2017_2018,ATC,Burley,T 3,5.63
2017_2018,ATC,Burley,T 3 L,4.96
2017_2018,ATC,Burley,T K,3.62
2017_2018,ATC,Burley,B 1,9.39
2017_2018,ATC,Burley,B 1 L,8.60
2017_2018,ATC,Burley,B 2,8.03
2017_2018,ATC,Burley,B 2 L,7.06
2017_2018,ATC,Burley,B 3,6.38
2017_2018,ATC,Burley,B 3 L,5.28
2017_2018,ATC,Burley,B K,4.56
2017_2018,ATC,Burley,C 1,8.66
2017_2018,ATC,Burley,C 1 L,7.92
2017_2018,ATC,Burley,C 2,7.54
2017_2018,ATC,Burley,C 2 L,6.66
2017_2018,ATC,Burley,C 3,5.86
2017_2018,ATC,Burley,C 3 L,4.81
2017_2018,ATC,Burley,C K,4.31
2017_2018,ATC,Burley,X 1,8.00
2017_2018,ATC,Burley,X 1 L,7.66
2017_2018,ATC,Burley,X 2,6.82
2017_2018,ATC,Burley,X 2 L,6.37
2017_2018,ATC,Burley,X 3,5.50
2017_2018,ATC,Burley,X 3 L,4.81
2017_2018,ATC,Burley,X K,4.30
2017_2018,ATC,Burley,N,1.56
2017_2018,ATC,Burley,G,0.65
2016_2017,BAT,Virginia,T O 1,11.07
2016_2017,BAT,Virginia,T O 2,9.35
2016_2017,BAT,Virginia,T O 3,7.94
2016_2017,BAT,Virginia,T R 1,8.62
2016_2017,BAT,Virginia,T R 2,5.92
2016_2017,BAT,Virginia,T R 3,3.45
2016_2017,BAT,Virginia,T L 1,7.19
2016_2017,BAT,Virginia,T L 2,5.58
2016_2017,BAT,Virginia,T K,4.25
2016_2017,BAT,Virginia,B O 1,11.64
2016_2017,BAT,Virginia,B O 2,10.08
2016_2017,BAT,Virginia,B O 3,8.10
2016_2017,BAT,Virginia,B R 1,9.07
2016_2017,BAT,Virginia,B R 2,6.65
2016_2017,BAT,Virginia,B R 3,4.45
2016_2017,BAT,Virginia,B L 1,8.85
2016_2017,BAT,Virginia,B L 2,7.15
2016_2017,BAT,Virginia,B K,5.58
2016_2017,BAT,Virginia,C O 1,11.17
2016_2017,BAT,Virginia,C O 2,9.82
2016_2017,BAT,Virginia,C O 3,7.92
2016_2017,BAT,Virginia,C R 1,7.84
2016_2017,BAT,Virginia,C R 2,5.58
2016_2017,BAT,Virginia,C R 3,3.59
2016_2017,BAT,Virginia,C L 1,8.85
2016_2017,BAT,Virginia,C L 2,7.15
2016_2017,BAT,Virginia,C K,4.45
2016_2017,BAT,Virginia,X O 1,9.82
2016_2017,BAT,Virginia,X O 2,8.25
2016_2017,BAT,Virginia,X O 3,6.76
2016_2017,BAT,Virginia,X R 1,7.36
2016_2017,BAT,Virginia,X R 2,4.54
2016_2017,BAT,Virginia,X R 3,2.68
2016_2017,BAT,Virginia,X L 1,7.84
2016_2017,BAT,Virginia,X L 2,6.36
2016_2017,BAT,Virginia,X K,3.26
2016_2017,BAT,Virginia,G 2,4.25
2016_2017,BAT,Virginia,G 3,1.11
2016_2017,BAT,Virginia,N,2.80
2016_2017,BAT,Virginia,S C,1.11
2016_2017,BAT,Virginia,S T,0.67
2016_2017,BAT,Burley,T 1,9.85
2016_2017,BAT,Burley,T 1 L,8.90
2016_2017,BAT,Burley,T 2,8.65
2016_2017,BAT,Burley,T 2 L,6.86
2016_2017,BAT,Burley,T 3,6.14
2016_2017,BAT,Burley,T 3 L,5.40
2016_2017,BAT,Burley,T K,3.97
2016_2017,BAT,Burley,B 1,10.24
2016_2017,BAT,Burley,B 1 L,9.23
2016_2017,BAT,Burley,B 2,8.74
2016_2017,BAT,Burley,B 2 L,7.70
2016_2017,BAT,Burley,B 3,6.95
2016_2017,BAT,Burley,B 3 L,5.76
2016_2017,BAT,Burley,B K,4.97
2016_2017,BAT,Burley,C 1,10.00
2016_2017,BAT,Burley,C 1 L,9.14
2016_2017,BAT,Burley,C 2,8.71
2016_2017,BAT,Burley,C 2 L,7.70
2016_2017,BAT,Burley,C 3,6.76
2016_2017,BAT,Burley,C 3 L,5.57
2016_2017,BAT,Burley,C K,4.97
2016_2017,BAT,Burley,X 1,9.23
2016_2017,BAT,Burley,X 1 L,8.85
2016_2017,BAT,Burley,X 2,7.87
2016_2017,BAT,Burley,X 2 L,7.36
2016_2017,BAT,Burley,X 3,6.14
2016_2017,BAT,Burley,X 3 L,5.57
2016_2017,BAT,Burley,X K,4.45
2016_2017,BAT,Burley,N,1.80
2016_2017,BAT,Burley,G,0.76
2016_2017,Philip Morris,Virginia,T O 1,11.00
2016_2017,Philip Morris,Virginia,T O 2,9.30
2016_2017,Philip Morris,Virginia,T O 3,7.89
2016_2017,Philip Morris,Virginia,T R 1,8.57
2016_2017,Philip Morris,Virginia,T R 2,5.89
2016_2017,Philip Morris,Virginia,T R 3,3.42
2016_2017,Philip Morris,Virginia,T L 1,7.15
2016_2017,Philip Morris,Virginia,T L 2,5.54
2016_2017,Philip Morris,Virginia,T K,4.22
2016_2017,Philip Morris,Virginia,B O 1,11.57
2016_2017,Philip Morris,Virginia,B O 2,10.01
2016_2017,Philip Morris,Virginia,B O 3,8.06
2016_2017,Philip Morris,Virginia,B R 1,9.01
2016_2017,Philip Morris,Virginia,B R 2,6.61
2016_2017,Philip Morris,Virginia,B R 3,4.42
2016_2017,Philip Morris,Virginia,B L 1,8.80
2016_2017,Philip Morris,Virginia,B L 2,7.11
2016_2017,Philip Morris,Virginia,B K,5.54
2016_2017,Philip Morris,Virginia,C O 1,10.55
2016_2017,Philip Morris,Virginia,C O 2,9.26
2016_2017,Philip Morris,Virginia,C O 3,7.48
2016_2017,Philip Morris,Virginia,C R 1,7.40
2016_2017,Philip Morris,Virginia,C R 2,5.26
2016_2017,Philip Morris,Virginia,C R 3,3.38
2016_2017,Philip Morris,Virginia,C L 1,8.36
2016_2017,Philip Morris,Virginia,C L 2,6.75
2016_2017,Philip Morris,Virginia,C K,4.20
2016_2017,Philip Morris,Virginia,X O 1,9.26
2016_2017,Philip Morris,Virginia,X O 2,7.78
2016_2017,Philip Morris,Virginia,X O 3,6.38
2016_2017,Philip Morris,Virginia,X R 1,6.94
2016_2017,Philip Morris,Virginia,X R 2,4.29
2016_2017,Philip Morris,Virginia,X R 3,2.53
2016_2017,Philip Morris,Virginia,X L 1,7.40
2016_2017,Philip Morris,Virginia,X L 2,6.00
2016_2017,Philip Morris,Virginia,X K,3.08
2016_2017,Philip Morris,Virginia,G 2,4.01
2016_2017,Philip Morris,Virginia,G 3,1.04
2016_2017,Philip Morris,Virginia,N,2.64
2016_2017,Philip Morris,Virginia,S C,1.04
2016_2017,Philip Morris,Virginia,S T,0.64
2016_2017,JTI,Virginia,T O 1,11.07
2016_2017,JTI,Virginia,T O 2,9.21
2016_2017,JTI,Virginia,T O 3,7.51
2016_2017,JTI,Virginia,T R 1,8.63
2016_2017,JTI,Virginia,T R 2,5.83
2016_2017,JTI,Virginia,T R 3,3.14
2016_2017,JTI,Virginia,T L 1,6.29
2016_2017,JTI,Virginia,T L 2,4.87
2016_2017,JTI,Virginia,T K,3.58
2016_2017,JTI,Virginia,B O 1,11.64
2016_2017,JTI,Virginia,B O 2,9.95
2016_2017,JTI,Virginia,B O 3,7.69
2016_2017,JTI,Virginia,B R 1,9.25
2016_2017,JTI,Virginia,B R 2,6.58
2016_2017,JTI,Virginia,B R 3,4.04
2016_2017,JTI,Virginia,B L 1,7.76
2016_2017,JTI,Virginia,B L 2,6.24
2016_2017,JTI,Virginia,B K,4.69
2016_2017,JTI,Virginia,C O 1,11.17
2016_2017,JTI,Virginia,C O 2,9.67
2016_2017,JTI,Virginia,C O 3,7.51
2016_2017,JTI,Virginia,C R 1,7.80
2016_2017,JTI,Virginia,C R 2,5.34
2016_2017,JTI,Virginia,C R 3,3.16
2016_2017,JTI,Virginia,C L 1,7.53
2016_2017,JTI,Virginia,C L 2,6.10
2016_2017,JTI,Virginia,C K,3.74
2016_2017,JTI,Virginia,X O 1,9.67
2016_2017,JTI,Virginia,X O 2,8.12
2016_2017,JTI,Virginia,X O 3,6.45
2016_2017,JTI,Virginia,X R 1,7.26
2016_2017,JTI,Virginia,X R 2,4.33
2016_2017,JTI,Virginia,X R 3,2.37
2016_2017,JTI,Virginia,X L 1,6.67
2016_2017,JTI,Virginia,X L 2,5.41
2016_2017,JTI,Virginia,X K,2.75
2016_2017,JTI,Virginia,G 2,3.58
2016_2017,JTI,Virginia,G 3,0.92
2016_2017,JTI,Virginia,N,2.21
2016_2017,JTI,Virginia,S C,0.82
2016_2017,JTI,Virginia,S T,0.51
2016_2017,JTI,Burley,T 1,9.70
2016_2017,JTI,Burley,T 1 L,8.75
2016_2017,JTI,Burley,T 2,8.50
2016_2017,JTI,Burley,T 2 L,6.75
2016_2017,JTI,Burley,T 3,6.04
2016_2017,JTI,Burley,T 3 L,5.32
2016_2017,JTI,Burley,T K,3.91
2016_2017,JTI,Burley,B 1,10.08
2016_2017,JTI,Burley,B 1 L,9.09
2016_2017,JTI,Burley,B 2,8.62
2016_2017,JTI,Burley,B 2 L,7.59
2016_2017,JTI,Burley,B 3,6.84
2016_2017,JTI,Burley,B 3 L,5.69
2016_2017,JTI,Burley,B K,4.91
2016_2017,JTI,Burley,C 1,9.85
2016_2017,JTI,Burley,C 1 L,9.02
2016_2017,JTI,Burley,C 2,8.59
2016_2017,JTI,Burley,C 2 L,7.59
2016_2017,JTI,Burley,C 3,6.66
2016_2017,JTI,Burley,C 3 L,5.50
2016_2017,JTI,Burley,C K,4.91
2016_2017,JTI,Burley,X 1,9.09
2016_2017,JTI,Burley,X 1 L,8.71
2016_2017,JTI,Burley,X 2,7.76
2016_2017,JTI,Burley,X 2 L,7.24
2016_2017,JTI,Burley,X 3,6.04
2016_2017,JTI,Burley,X 3 L,5.50
2016_2017,JTI,Burley,X K,4.37
2016_2017,JTI,Burley,N,1.79
2016_2017,JTI,Burley,G,0.76
2016_2017,China Brasil Tabacos,Virginia,T O 1,11.04
2016_2017,China Brasil Tabacos,Virginia,T O 2,9.32
2016_2017,China Brasil Tabacos,Virginia,T O 3,7.85
2016_2017,China Brasil Tabacos,Virginia,T R 1,8.60
2016_2017,China Brasil Tabacos,Virginia,T R 2,5.90
2016_2017,China Brasil Tabacos,Virginia,T R 3,3.31
2016_2017,China Brasil Tabacos,Virginia,T L 1,7.15
2016_2017,China Brasil Tabacos,Virginia,T L 2,5.54
2016_2017,China Brasil Tabacos,Virginia,T K,4.01
2016_2017,China Brasil Tabacos,Virginia,B O 1,11.60
2016_2017,China Brasil Tabacos,Virginia,B O 2,10.04
2016_2017,China Brasil Tabacos,Virginia,B O 3,8.02
2016_2017,China Brasil Tabacos,Virginia,B R 1,9.03
2016_2017,China Brasil Tabacos,Virginia,B R 2,6.63
2016_2017,China Brasil Tabacos,Virginia,B R 3,4.25
2016_2017,China Brasil Tabacos,Virginia,B L 1,8.69
2016_2017,China Brasil Tabacos,Virginia,B L 2,7.05
2016_2017,China Brasil Tabacos,Virginia,B K,5.14
2016_2017,China Brasil Tabacos,Virginia,C O 1,10.30
2016_2017,China Brasil Tabacos,Virginia,C O 2,9.04
2016_2017,China Brasil Tabacos,Virginia,C O 3,7.30
2016_2017,China Brasil Tabacos,Virginia,C R 1,7.22
2016_2017,China Brasil Tabacos,Virginia,C R 2,5.14
2016_2017,China Brasil Tabacos,Virginia,C R 3,3.30
2016_2017,China Brasil Tabacos,Virginia,C L 1,8.15
2016_2017,China Brasil Tabacos,Virginia,C L 2,6.59
2016_2017,China Brasil Tabacos,Virginia,C K,4.10
2016_2017,China Brasil Tabacos,Virginia,X O 1,9.04
2016_2017,China Brasil Tabacos,Virginia,X O 2,7.60
2016_2017,China Brasil Tabacos,Virginia,X O 3,6.23
2016_2017,China Brasil Tabacos,Virginia,X R 1,6.78
2016_2017,China Brasil Tabacos,Virginia,X R 2,4.19
2016_2017,China Brasil Tabacos,Virginia,X R 3,2.47
2016_2017,China Brasil Tabacos,Virginia,X L 1,7.22
2016_2017,China Brasil Tabacos,Virginia,X L 2,5.86
2016_2017,China Brasil Tabacos,Virginia,X K,3.01
2016_2017,China Brasil Tabacos,Virginia,G 2,3.91
2016_2017,China Brasil Tabacos,Virginia,G 3,1.02
2016_2017,China Brasil Tabacos,Virginia,N,2.58
2016_2017,China Brasil Tabacos,Virginia,S C,1.02
2016_2017,China Brasil Tabacos,Virginia,S T,0.62
2016_2017,China Brasil Tabacos,Burley,T 1,9.07
2016_2017,China Brasil Tabacos,Burley,T 1 L,8.20
2016_2017,China Brasil Tabacos,Burley,T 2,7.97
2016_2017,China Brasil Tabacos,Burley,T 2 L,6.32
2016_2017,China Brasil Tabacos,Burley,T 3,5.66
2016_2017,China Brasil Tabacos,Burley,T 3 L,4.97
2016_2017,China Brasil Tabacos,Burley,T K,3.65
2016_2017,China Brasil Tabacos,Burley,B 1,9.43
2016_2017,China Brasil Tabacos,Burley,B 1 L,8.50
2016_2017,China Brasil Tabacos,Burley,B 2,8.06
2016_2017,China Brasil Tabacos,Burley,B 2 L,7.09
2016_2017,China Brasil Tabacos,Burley,B 3,6.39
2016_2017,China Brasil Tabacos,Burley,B 3 L,5.31
