Harvest_year,Company,Tobacco_Type,Class,R$_Kg
2019_2020,China Brasil Tabacos,Virginia,T O 1,11.83
2019_2020,China Brasil Tabacos,Virginia,T O 2,9.99
2019_2020,China Brasil Tabacos,Virginia,T O 3,8.35
2019_2020,China Brasil Tabacos,Virginia,T R 1,9.15
2019_2020,China Brasil Tabacos,Virginia,T R 2,6.28
2019_2020,China Brasil Tabacos,Virginia,T R 3,3.47
2019_2020,China Brasil Tabacos,Virginia,T L 1,7.49
2019_2020,China Brasil Tabacos,Virginia,T L 2,5.81
2019_2020,China Brasil Tabacos,Virginia,T K,4.20
2019_2020,China Brasil Tabacos,Virginia,B O 1,12.43
2019_2020,China Brasil Tabacos,Virginia,B O 2,10.76
2019_2020,China Brasil Tabacos,Virginia,B O 3,8.54
2019_2020,China Brasil Tabacos,Virginia,B R 1,9.61
2019_2020,China Brasil Tabacos,Virginia,B R 2,7.05
2019_2020,China Brasil Tabacos,Virginia,B R 3,4.46
2019_2020,China Brasil Tabacos,Virginia,B L 1,9.11
2019_2020,China Brasil Tabacos,Virginia,B L 2,7.39
2019_2020,China Brasil Tabacos,Virginia,B K,5.39
2019_2020,China Brasil Tabacos,Virginia,C O 1,11.15
2019_2020,China Brasil Tabacos,Virginia,C O 2,9.69
2019_2020,China Brasil Tabacos,Virginia,C O 3,7.77
2019_2020,China Brasil Tabacos,Virginia,C R 1,7.69
2019_2020,China Brasil Tabacos,Virginia,C R 2,5.47
2019_2020,China Brasil Tabacos,Virginia,C R 3,3.46
2019_2020,China Brasil Tabacos,Virginia,C L 1,8.55
2019_2020,China Brasil Tabacos,Virginia,C L 2,6.91
2019_2020,China Brasil Tabacos,Virginia,C K,4.29
2019_2020,China Brasil Tabacos,Virginia,X O 1,9.48
2019_2020,China Brasil Tabacos,Virginia,X O 2,7.96
2019_2020,China Brasil Tabacos,Virginia,X O 3,6.53
2019_2020,China Brasil Tabacos,Virginia,X R 1,7.11
2019_2020,China Brasil Tabacos,Virginia,X R 2,4.40
2019_2020,China Brasil Tabacos,Virginia,X R 3,2.59
2019_2020,China Brasil Tabacos,Virginia,X L 1,7.57
2019_2020,China Brasil Tabacos,Virginia,X L 2,6.14
2019_2020,China Brasil Tabacos,Virginia,X K,3.16
2019_2020,China Brasil Tabacos,Virginia,G 2,4.10
2019_2020,China Brasil Tabacos,Virginia,G 3,1.07
2019_2020,China Brasil Tabacos,Virginia,N,2.71
2019_2020,China Brasil Tabacos,Virginia,S C,1.07
2019_2020,China Brasil Tabacos,Virginia,S T,0.65
2019_2020,Alliance One,Virginia,T O 1,11.77
2019_2020,Alliance One,Virginia,T O 2,9.90
2019_2020,Alliance One,Virginia,T O 3,8.22
2019_2020,Alliance One,Virginia,T R 1,9.16
2019_2020,Alliance One,Virginia,T R 2,6.26
2019_2020,Alliance One,Virginia,T R 3,3.46
2019_2020,Alliance One,Virginia,T L 1,7.49
2019_2020,Alliance One,Virginia,T L 2,5.80
2019_2020,Alliance One,Virginia,T K,4.20
2019_2020,Alliance One,Virginia,B O 1,12.37
2019_2020,Alliance One,Virginia,B O 2,10.66
2019_2020,Alliance One,Virginia,B O 3,8.41
2019_2020,Alliance One,Virginia,B R 1,9.64
2019_2020,Alliance One,Virginia,B R 2,7.03
2019_2020,Alliance One,Virginia,B R 3,4.45
2019_2020,Alliance One,Virginia,B L 1,9.10
2019_2020,Alliance One,Virginia,B L 2,7.39
2019_2020,Alliance One,Virginia,B K,5.38
2019_2020,Alliance One,Virginia,C O 1,11.11
2019_2020,Alliance One,Virginia,C O 2,9.67
2019_2020,Alliance One,Virginia,C O 3,7.65
2019_2020,Alliance One,Virginia,C R 1,7.68
2019_2020,Alliance One,Virginia,C R 2,5.38
2019_2020,Alliance One,Virginia,C R 3,3.45
2019_2020,Alliance One,Virginia,C L 1,8.35
2019_2020,Alliance One,Virginia,C L 2,6.75
2019_2020,Alliance One,Virginia,C K,4.29
2019_2020,Alliance One,Virginia,X O 1,9.67
2019_2020,Alliance One,Virginia,X O 2,8.13
2019_2020,Alliance One,Virginia,X O 3,6.53
2019_2020,Alliance One,Virginia,X R 1,7.10
2019_2020,Alliance One,Virginia,X R 2,4.39
2019_2020,Alliance One,Virginia,X R 3,2.58
2019_2020,Alliance One,Virginia,X L 1,7.40
2019_2020,Alliance One,Virginia,X L 2,6.01
2019_2020,Alliance One,Virginia,X K,3.16
2019_2020,Alliance One,Virginia,G 2,4.10
2019_2020,Alliance One,Virginia,G 3,1.07
2019_2020,Alliance One,Virginia,N,2.71
2019_2020,Alliance One,Virginia,S C,1.07
2019_2020,Alliance One,Virginia,S T,0.65
2019_2020,Alliance One,Burley,T 1,9.57
2019_2020,Alliance One,Burley,T 1 L,8.41
2019_2020,Alliance One,Burley,T 2,8.33
2019_2020,Alliance One,Burley,T 2 L,6.48
2019_2020,Alliance One,Burley,T 3,5.80
2019_2020,Alliance One,Burley,T 3 L,5.09
2019_2020,Alliance One,Burley,T K,3.74
2019_2020,Alliance One,Burley,B 1,9.95
2019_2020,Alliance One,Burley,B 1 L,8.71
2019_2020,Alliance One,Burley,B 2,8.43
2019_2020,Alliance One,Burley,B 2 L,7.27
2019_2020,Alliance One,Burley,B 3,6.55
2019_2020,Alliance One,Burley,B 3 L,5.44
2019_2020,Alliance One,Burley,B K,4.69
2019_2020,Alliance One,Burley,C 1,9.73
2019_2020,Alliance One,Burley,C 1 L,8.64
2019_2020,Alliance One,Burley,C 2,8.38
2019_2020,Alliance One,Burley,C 2 L,7.27
2019_2020,Alliance One,Burley,C 3,6.39
2019_2020,Alliance One,Burley,C 3 L,5.26
2019_2020,Alliance One,Burley,C K,4.69
2019_2020,Alliance One,Burley,X 1,8.89
2019_2020,Alliance One,Burley,X 1 L,8.35
2019_2020,Alliance One,Burley,X 2,7.43
2019_2020,Alliance One,Burley,X 2 L,6.95
2019_2020,Alliance One,Burley,X 3,5.80
2019_2020,Alliance One,Burley,X 3 L,5.26
2019_2020,Alliance One,Burley,X K,4.20
2019_2020,Alliance One,Burley,N,1.70
2019_2020,Alliance One,Burley,G,0.72
2019_2020,Universal Leaf Tabacos,Virginia,T O 1,11.77
2019_2020,Universal Leaf Tabacos,Virginia,T O 2,9.94
2019_2020,Universal Leaf Tabacos,Virginia,T O 3,8.43
2019_2020,Universal Leaf Tabacos,Virginia,T R 1,9.17
2019_2020,Universal Leaf Tabacos,Virginia,T R 2,6.29
2019_2020,Universal Leaf Tabacos,Virginia,T R 3,3.66
2019_2020,Universal Leaf Tabacos,Virginia,T L 1,7.43
2019_2020,Universal Leaf Tabacos,Virginia,T L 2,5.77
2019_2020,Universal Leaf Tabacos,Virginia,T K,4.50
2019_2020,Universal Leaf Tabacos,Virginia,B O 1,12.37
2019_2020,Universal Leaf Tabacos,Virginia,B O 2,10.71
2019_2020,Universal Leaf Tabacos,Virginia,B O 3,8.62
2019_2020,Universal Leaf Tabacos,Virginia,B R 1,9.64
2019_2020,Universal Leaf Tabacos,Virginia,B R 2,7.07
2019_2020,Universal Leaf Tabacos,Virginia,B R 3,4.73
2019_2020,Universal Leaf Tabacos,Virginia,B L 1,9.14
2019_2020,Universal Leaf Tabacos,Virginia,B L 2,7.39
2019_2020,Universal Leaf Tabacos,Virginia,B K,5.93
2019_2020,Universal Leaf Tabacos,Virginia,C O 1,11.06
2019_2020,Universal Leaf Tabacos,Virginia,C O 2,9.70
2019_2020,Universal Leaf Tabacos,Virginia,C O 3,7.83
2019_2020,Universal Leaf Tabacos,Virginia,C R 1,7.75
2019_2020,Universal Leaf Tabacos,Virginia,C R 2,5.52
2019_2020,Universal Leaf Tabacos,Virginia,C R 3,3.55
2019_2020,Universal Leaf Tabacos,Virginia,C L 1,8.14
2019_2020,Universal Leaf Tabacos,Virginia,C L 2,6.58
2019_2020,Universal Leaf Tabacos,Virginia,C K,4.40
2019_2020,Universal Leaf Tabacos,Virginia,X O 1,9.70
2019_2020,Universal Leaf Tabacos,Virginia,X O 2,8.16
2019_2020,Universal Leaf Tabacos,Virginia,X O 3,6.69
2019_2020,Universal Leaf Tabacos,Virginia,X R 1,7.29
2019_2020,Universal Leaf Tabacos,Virginia,X R 2,4.49
2019_2020,Universal Leaf Tabacos,Virginia,X R 3,2.65
2019_2020,Universal Leaf Tabacos,Virginia,X L 1,7.19
2019_2020,Universal Leaf Tabacos,Virginia,X L 2,5.85
2019_2020,Universal Leaf Tabacos,Virginia,X K,3.23
2019_2020,Universal Leaf Tabacos,Virginia,G 2,4.20
2019_2020,Universal Leaf Tabacos,Virginia,G 3,1.10
2019_2020,Universal Leaf Tabacos,Virginia,N,2.76
2019_2020,Universal Leaf Tabacos,Virginia,S C,1.10
2019_2020,Universal Leaf Tabacos,Virginia,S T,0.67
2019_2020,Universal Leaf Tabacos,Burley,T 1,9.46
2019_2020,Universal Leaf Tabacos,Burley,T 1 L,8.56
2019_2020,Universal Leaf Tabacos,Burley,T 2,8.32
2019_2020,Universal Leaf Tabacos,Burley,T 2 L,6.60
2019_2020,Universal Leaf Tabacos,Burley,T 3,5.91
2019_2020,Universal Leaf Tabacos,Burley,T 3 L,5.18
2019_2020,Universal Leaf Tabacos,Burley,T K,3.81
2019_2020,Universal Leaf Tabacos,Burley,B 1,9.84
2019_2020,Universal Leaf Tabacos,Burley,B 1 L,8.87
2019_2020,Universal Leaf Tabacos,Burley,B 2,8.41
2019_2020,Universal Leaf Tabacos,Burley,B 2 L,7.40
2019_2020,Universal Leaf Tabacos,Burley,B 3,6.67
2019_2020,Universal Leaf Tabacos,Burley,B 3 L,5.54
2019_2020,Universal Leaf Tabacos,Burley,B K,4.78
2019_2020,Universal Leaf Tabacos,Burley,C 1,9.61
2019_2020,Universal Leaf Tabacos,Burley,C 1 L,8.79
2019_2020,Universal Leaf Tabacos,Burley,C 2,8.37
2019_2020,Universal Leaf Tabacos,Burley,C 2 L,7.40
2019_2020,Universal Leaf Tabacos,Burley,C 3,6.51
2019_2020,Universal Leaf Tabacos,Burley,C 3 L,5.36
2019_2020,Universal Leaf Tabacos,Burley,C K,4.78
2019_2020,Universal Leaf Tabacos,Burley,X 1,8.87
2019_2020,Universal Leaf Tabacos,Burley,X 1 L,8.51
2019_2020,Universal Leaf Tabacos,Burley,X 2,7.56
2019_2020,Universal Leaf Tabacos,Burley,X 2 L,7.08
2019_2020,Universal Leaf Tabacos,Burley,X 3,5.91
2019_2020,Universal Leaf Tabacos,Burley,X 3 L,5.36
2019_2020,Universal Leaf Tabacos,Burley,X K,4.28
2019_2020,Universal Leaf Tabacos,Burley,N,1.73
2019_2020,Universal Leaf Tabacos,Burley,G,0.73
2019_2020,CTA,Virginia,T O 1,11.86
2019_2020,CTA,Virginia,T O 2,10.00
2019_2020,CTA,Virginia,T O 3,8.46
2019_2020,CTA,Virginia,T R 1,9.31
2019_2020,CTA,Virginia,T R 2,6.35
2019_2020,CTA,Virginia,T R 3,3.69
2019_2020,CTA,Virginia,T L 1,7.66
2019_2020,CTA,Virginia,T L 2,5.93
2019_2020,CTA,Virginia,T K,4.47
2019_2020,CTA,Virginia,B O 1,12.41
2019_2020,CTA,Virginia,B O 2,10.74
2019_2020,CTA,Virginia,B O 3,8.66
2019_2020,CTA,Virginia,B R 1,9.71
2019_2020,CTA,Virginia,B R 2,7.14
2019_2020,CTA,Virginia,B R 3,4.78
2019_2020,CTA,Virginia,B L 1,9.45
2019_2020,CTA,Virginia,B L 2,7.62
2019_2020,CTA,Virginia,B K,5.96
2019_2020,CTA,Virginia,C O 1,11.13
2019_2020,CTA,Virginia,C O 2,9.77
2019_2020,CTA,Virginia,C O 3,7.89
2019_2020,CTA,Virginia,C R 1,7.81
2019_2020,CTA,Virginia,C R 2,5.56
2019_2020,CTA,Virginia,C R 3,3.58
2019_2020,CTA,Virginia,C L 1,8.81
2019_2020,CTA,Virginia,C L 2,7.12
2019_2020,CTA,Virginia,C K,4.43
2019_2020,CTA,Virginia,X O 1,9.77
2019_2020,CTA,Virginia,X O 2,8.22
2019_2020,CTA,Virginia,X O 3,6.74
2019_2020,CTA,Virginia,X R 1,7.33
2019_2020,CTA,Virginia,X R 2,4.53
2019_2020,CTA,Virginia,X R 3,2.66
2019_2020,CTA,Virginia,X L 1,7.81
2019_2020,CTA,Virginia,X L 2,6.34
2019_2020,CTA,Virginia,X K,3.25
2019_2020,CTA,Virginia,G 2,4.24
2019_2020,CTA,Virginia,G 3,1.10
2019_2020,CTA,Virginia,N,2.78
2019_2020,CTA,Virginia,S C,1.10
2019_2020,CTA,Virginia,S T,0.67
2019_2020,CTA,Burley,T 1,9.80
2019_2020,CTA,Burley,T 1 L,8.87
2019_2020,CTA,Burley,T 2,8.62
2019_2020,CTA,Burley,T 2 L,6.83
2019_2020,CTA,Burley,T 3,6.12
2019_2020,CTA,Burley,T 3 L,5.37
2019_2020,CTA,Burley,T K,3.95
2019_2020,CTA,Burley,B 1,10.20
2019_2020,CTA,Burley,B 1 L,9.19
2019_2020,CTA,Burley,B 2,8.71
2019_2020,CTA,Burley,B 2 L,7.67
2019_2020,CTA,Burley,B 3,6.92
2019_2020,CTA,Burley,B 3 L,5.74
2019_2020,CTA,Burley,B K,4.96
2019_2020,CTA,Burley,C 1,9.97
2019_2020,CTA,Burley,C 1 L,9.10
2019_2020,CTA,Burley,C 2,8.68
2019_2020,CTA,Burley,C 2 L,7.67
2019_2020,CTA,Burley,C 3,6.74
2019_2020,CTA,Burley,C 3 L,5.55
2019_2020,CTA,Burley,C K,4.96
2019_2020,CTA,Burley,X 1,9.19
2019_2020,CTA,Burley,X 1 L,8.81
2019_2020,CTA,Burley,X 2,7.83
2019_2020,CTA,Burley,X 2 L,7.33
2019_2020,CTA,Burley,X 3,6.12
2019_2020,CTA,Burley,X 3 L,5.55
2019_2020,CTA,Burley,X K,4.43
2019_2020,CTA,Burley,N,1.79
2019_2020,CTA,Burley,G,0.75
2019_2020,Premium,Virginia,T O 1,11.75
2019_2020,Premium,Virginia,T O 2,9.89
2019_2020,Premium,Virginia,T O 3,8.00
2019_2020,Premium,Virginia,T R 1,8.93
2019_2020,Premium,Virginia,T R 2,6.10
2019_2020,Premium,Virginia,T R 3,3.38
2019_2020,Premium,Virginia,T L 1,7.17
2019_2020,Premium,Virginia,T L 2,5.58
2019_2020,Premium,Virginia,T K,4.00
2019_2020,Premium,Virginia,B O 1,12.35
2019_2020,Premium,Virginia,B O 2,10.63
2019_2020,Premium,Virginia,B O 3,8.20
2019_2020,Premium,Virginia,B R 1,9.38
2019_2020,Premium,Virginia,B R 2,6.85
2019_2020,Premium,Virginia,B R 3,4.35
2019_2020,Premium,Virginia,B L 1,8.80
2019_2020,Premium,Virginia,B L 2,7.10
2019_2020,Premium,Virginia,B K,5.14
2019_2020,Premium,Virginia,C O 1,10.99
2019_2020,Premium,Virginia,C O 2,9.66
2019_2020,Premium,Virginia,C O 3,7.48
2019_2020,Premium,Virginia,C R 1,7.52
2019_2020,Premium,Virginia,C R 2,5.26
2019_2020,Premium,Virginia,C R 3,3.30
2019_2020,Premium,Virginia,C L 1,8.15
2019_2020,Premium,Virginia,C L 2,6.59
2019_2020,Premium,Virginia,C K,4.09
2019_2020,Premium,Virginia,X O 1,9.66
2019_2020,Premium,Virginia,X O 2,8.12
2019_2020,Premium,Virginia,X O 3,6.38
2019_2020,Premium,Virginia,X R 1,7.00
2019_2020,Premium,Virginia,X R 2,4.28
2019_2020,Premium,Virginia,X R 3,2.47
2019_2020,Premium,Virginia,X L 1,7.22
2019_2020,Premium,Virginia,X L 2,5.86
2019_2020,Premium,Virginia,X K,3.01
2019_2020,Premium,Virginia,G 2,3.91
2019_2020,Premium,Virginia,G 3,1.02
2019_2020,Premium,Virginia,N,2.58
2019_2020,Premium,Virginia,S C,1.02
2019_2020,Premium,Virginia,S T,0.62
2019_2020,Premium,Burley,T 1,9.53
2019_2020,Premium,Burley,T 1 L,8.21
2019_2020,Premium,Burley,T 2,8.11
2019_2020,Premium,Burley,T 2 L,6.33
2019_2020,Premium,Burley,T 3,5.67
2019_2020,Premium,Burley,T 3 L,4.98
2019_2020,Premium,Burley,T K,3.66
2019_2020,Premium,Burley,B 1,9.92
2019_2020,Premium,Burley,B 1 L,8.52
2019_2020,Premium,Burley,B 2,8.20
2019_2020,Premium,Burley,B 2 L,7.11
2019_2020,Premium,Burley,B 3,6.41
2019_2020,Premium,Burley,B 3 L,5.32
2019_2020,Premium,Burley,B K,4.59
2019_2020,Premium,Burley,C 1,9.69
2019_2020,Premium,Burley,C 1 L,8.44
2019_2020,Premium,Burley,C 2,8.16
2019_2020,Premium,Burley,C 2 L,7.11
2019_2020,Premium,Burley,C 3,6.24
2019_2020,Premium,Burley,C 3 L,5.14
2019_2020,Premium,Burley,C K,4.59
2019_2020,Premium,Burley,X 1,8.94
2019_2020,Premium,Burley,X 1 L,8.17
2019_2020,Premium,Burley,X 2,7.26
2019_2020,Premium,Burley,X 2 L,6.79
2019_2020,Premium,Burley,X 3,5.67
2019_2020,Premium,Burley,X 3 L,5.14
2019_2020,Premium,Burley,X K,4.11
2019_2020,Premium,Burley,N,1.66
2019_2020,Premium,Burley,G,0.70
2019_2020,MaraS Ca,Virginia,T O 1,11.53
2019_2020,MaraS Ca,Virginia,T O 2,9.69
2019_2020,MaraS Ca,Virginia,T O 3,8.22
2019_2020,MaraS Ca,Virginia,T R 1,8.90
2019_2020,MaraS Ca,Virginia,T R 2,6.25
2019_2020,MaraS Ca,Virginia,T R 3,3.56
2019_2020,MaraS Ca,Virginia,T L 1,7.30
2019_2020,MaraS Ca,Virginia,T L 2,5.64
2019_2020,MaraS Ca,Virginia,T K,4.37
2019_2020,MaraS Ca,Virginia,B O 1,12.32
2019_2020,MaraS Ca,Virginia,B O 2,10.57
2019_2020,MaraS Ca,Virginia,B O 3,8.41
2019_2020,MaraS Ca,Virginia,B R 1,9.35
2019_2020,MaraS Ca,Virginia,B R 2,6.97
2019_2020,MaraS Ca,Virginia,B R 3,4.46
2019_2020,MaraS Ca,Virginia,B L 1,8.88
2019_2020,MaraS Ca,Virginia,B L 2,7.20
2019_2020,MaraS Ca,Virginia,B K,5.38
2019_2020,MaraS Ca,Virginia,C O 1,10.90
2019_2020,MaraS Ca,Virginia,C O 2,9.37
2019_2020,MaraS Ca,Virginia,C O 3,7.59
2019_2020,MaraS Ca,Virginia,C R 1,7.40
2019_2020,MaraS Ca,Virginia,C R 2,5.35
2019_2020,MaraS Ca,Virginia,C R 3,3.38
2019_2020,MaraS Ca,Virginia,C L 1,8.15
2019_2020,MaraS Ca,Virginia,C L 2,6.59
2019_2020,MaraS Ca,Virginia,C K,4.10
2019_2020,MaraS Ca,Virginia,X O 1,9.47
2019_2020,MaraS Ca,Virginia,X O 2,7.79
2019_2020,MaraS Ca,Virginia,X O 3,6.39
2019_2020,MaraS Ca,Virginia,X R 1,6.95
2019_2020,MaraS Ca,Virginia,X R 2,4.29
2019_2020,MaraS Ca,Virginia,X R 3,2.53
2019_2020,MaraS Ca,Virginia,X L 1,7.22
2019_2020,MaraS Ca,Virginia,X L 2,5.86
2019_2020,MaraS Ca,Virginia,X K,3.09
2019_2020,MaraS Ca,Virginia,G 2,4.01
2019_2020,MaraS Ca,Virginia,G 3,1.40
2019_2020,MaraS Ca,Virginia,N,2.64
2019_2020,MaraS Ca,Virginia,S C,1.05
2019_2020,MaraS Ca,Virginia,S T,0.64
2019_2020,UTC,Virginia,T O 1,11.76
2019_2020,UTC,Virginia,T O 2,9.85
2019_2020,UTC,Virginia,T O 3,8.18
2019_2020,UTC,Virginia,T R 1,8.82
2019_2020,UTC,Virginia,T R 2,6.11
2019_2020,UTC,Virginia,T R 3,3.46
2019_2020,UTC,Virginia,T L 1,7.23
2019_2020,UTC,Virginia,T L 2,5.64
2019_2020,UTC,Virginia,T K,4.26
2019_2020,UTC,Virginia,B O 1,12.36
2019_2020,UTC,Virginia,B O 2,10.58
2019_2020,UTC,Virginia,B O 3,8.36
2019_2020,UTC,Virginia,B R 1,9.36
2019_2020,UTC,Virginia,B R 2,6.98
2019_2020,UTC,Virginia,B R 3,4.49
2019_2020,UTC,Virginia,B L 1,9.00
2019_2020,UTC,Virginia,B L 2,7.25
2019_2020,UTC,Virginia,B K,5.25
2019_2020,UTC,Virginia,C O 1,11.00
2019_2020,UTC,Virginia,C O 2,9.58
2019_2020,UTC,Virginia,C O 3,7.46
2019_2020,UTC,Virginia,C R 1,7.53
2019_2020,UTC,Virginia,C R 2,5.26
2019_2020,UTC,Virginia,C R 3,3.38
2019_2020,UTC,Virginia,C L 1,8.21
2019_2020,UTC,Virginia,C L 2,6.59
2019_2020,UTC,Virginia,C K,4.15
2019_2020,UTC,Virginia,X O 1,9.61
2019_2020,UTC,Virginia,X O 2,8.04
2019_2020,UTC,Virginia,X O 3,6.38
2019_2020,UTC,Virginia,X R 1,6.92
2019_2020,UTC,Virginia,X R 2,4.29
2019_2020,UTC,Virginia,X R 3,2.53
2019_2020,UTC,Virginia,X L 1,7.26
2019_2020,UTC,Virginia,X L 2,5.94
2019_2020,UTC,Virginia,X K,3.08
2019_2020,UTC,Virginia,G 2,3.93
2019_2020,UTC,Virginia,G 3,1.48
2019_2020,UTC,Virginia,N,2.58
2019_2020,UTC,Virginia,S C,1.04
2019_2020,UTC,Virginia,S T,0.63
2019_2020,UTC,Burley,T 1,9.55
2019_2020,UTC,Burley,T 1 L,8.63
2019_2020,UTC,Burley,T 2,8.39
2019_2020,UTC,Burley,T 2 L,6.65
2019_2020,UTC,Burley,T 3,5.96
2019_2020,UTC,Burley,T 3 L,5.23
2019_2020,UTC,Burley,T K,3.84
2019_2020,UTC,Burley,B 1,9.93
2019_2020,UTC,Burley,B 1 L,8.95
2019_2020,UTC,Burley,B 2,8.48
2019_2020,UTC,Burley,B 2 L,7.46
2019_2020,UTC,Burley,B 3,6.73
2019_2020,UTC,Burley,B 3 L,5.59
2019_2020,UTC,Burley,B K,4.82
2019_2020,UTC,Burley,C 1,9.21
2019_2020,UTC,Burley,C 1 L,8.43
2019_2020,UTC,Burley,C 2,8.02
2019_2020,UTC,Burley,C 2 L,7.09
2019_2020,UTC,Burley,C 3,6.23
2019_2020,UTC,Burley,C 3 L,5.13
2019_2020,UTC,Burley,C K,4.31
2019_2020,UTC,Burley,X 1,8.50
2019_2020,UTC,Burley,X 1 L,8.15
2019_2020,UTC,Burley,X 2,7.25
2019_2020,UTC,Burley,X 2 L,6.78
2019_2020,UTC,Burley,X 3,5.66
2019_2020,UTC,Burley,X 3 L,5.13
2019_2020,UTC,Burley,X K,4.09
2019_2020,UTC,Burley,N,1.70
2019_2020,UTC,Burley,G,0.72
2018_2019,BAT,Virginia,T O 1,11.71
2018_2019,BAT,Virginia,T O 2,10.18
2018_2019,BAT,Virginia,T O 3,8.48
2018_2019,BAT,Virginia,T R 1,9.96
2018_2019,BAT,Virginia,T R 2,6.50
2018_2019,BAT,Virginia,T R 3,3.65
2018_2019,BAT,Virginia,T L 1,7.26
2018_2019,BAT,Virginia,T L 2,5.63
2018_2019,BAT,Virginia,T K,4.49
2018_2019,BAT,Virginia,B O 1,12.32
2018_2019,BAT,Virginia,B O 2,10.96
2018_2019,BAT,Virginia,B O 3,8.68
2018_2019,BAT,Virginia,B R 1,10.46
2018_2019,BAT,Virginia,B R 2,7.33
2018_2019,BAT,Virginia,B R 3,4.71
2018_2019,BAT,Virginia,B L 1,8.98
2018_2019,BAT,Virginia,B L 2,7.23
2018_2019,BAT,Virginia,B K,5.90
2018_2019,BAT,Virginia,C O 1,11.82
2018_2019,BAT,Virginia,C O 2,10.10
2018_2019,BAT,Virginia,C O 3,7.98
2018_2019,BAT,Virginia,C R 1,8.29
2018_2019,BAT,Virginia,C R 2,5.60
2018_2019,BAT,Virginia,C R 3,3.52
2018_2019,BAT,Virginia,C L 1,8.39
2018_2019,BAT,Virginia,C L 2,6.76
2018_2019,BAT,Virginia,C K,4.25
2018_2019,BAT,Virginia,X O 1,10.39
2018_2019,BAT,Virginia,X O 2,8.47
2018_2019,BAT,Virginia,X O 3,6.78
2018_2019,BAT,Virginia,X R 1,7.78
2018_2019,BAT,Virginia,X R 2,4.55
2018_2019,BAT,Virginia,X R 3,2.63
2018_2019,BAT,Virginia,X L 1,7.40
2018_2019,BAT,Virginia,X L 2,6.02
2018_2019,BAT,Virginia,X K,3.12
2018_2019,BAT,Virginia,G 2,4.14
2018_2019,BAT,Virginia,G 3,1.17
2018_2019,BAT,Virginia,N,2.69
2018_2019,BAT,Virginia,S C,1.17
2018_2019,BAT,Virginia,S T,0.70
2018_2019,BAT,Burley,T 1,10.42
2018_2019,BAT,Burley,T 1 L,9.42
2018_2019,BAT,Burley,T 2,9.15
2018_2019,BAT,Burley,T 2 L,7.26
2018_2019,BAT,Burley,T 3,6.50
2018_2019,BAT,Burley,T 3 L,5.71
2018_2019,BAT,Burley,T K,4.20
2018_2019,BAT,Burley,B 1,10.84
2018_2019,BAT,Burley,B 1 L,9.76
2018_2019,BAT,Burley,B 2,9.24
2018_2019,BAT,Burley,B 2 L,8.15
2018_2019,BAT,Burley,B 3,7.35
2018_2019,BAT,Burley,B 3 L,6.10
2018_2019,BAT,Burley,B K,5.26
2018_2019,BAT,Burley,C 1,10.58
2018_2019,BAT,Burley,C 1 L,9.67
2018_2019,BAT,Burley,C 2,9.21
2018_2019,BAT,Burley,C 2 L,8.15
2018_2019,BAT,Burley,C 3,7.15
2018_2019,BAT,Burley,C 3 L,5.89
2018_2019,BAT,Burley,C K,5.26
2018_2019,BAT,Burley,X 1,9.76
2018_2019,BAT,Burley,X 1 L,9.36
2018_2019,BAT,Burley,X 2,8.32
2018_2019,BAT,Burley,X 2 L,7.78
2018_2019,BAT,Burley,X 3,6.50
2018_2019,BAT,Burley,X 3 L,5.89
2018_2019,BAT,Burley,X K,4.71
2018_2019,BAT,Burley,N,1.90
2018_2019,BAT,Burley,G,0.81
2018_2019,JTI,Virginia,T O 1,11.82
2018_2019,JTI,Virginia,T O 2,9.99
2018_2019,JTI,Virginia,T O 3,8.17
2018_2019,JTI,Virginia,T R 1,9.22
2018_2019,JTI,Virginia,T R 2,6.32
2018_2019,JTI,Virginia,T R 3,3.36
2018_2019,JTI,Virginia,T L 1,7.12
2018_2019,JTI,Virginia,T L 2,5.32
2018_2019,JTI,Virginia,T K,3.74
2018_2019,JTI,Virginia,B O 1,12.44
2018_2019,JTI,Virginia,B O 2,10.76
2018_2019,JTI,Virginia,B O 3,8.37
2018_2019,JTI,Virginia,B R 1,9.85
2018_2019,JTI,Virginia,B R 2,7.11
2018_2019,JTI,Virginia,B R 3,4.34
2018_2019,JTI,Virginia,B L 1,8.80
2018_2019,JTI,Virginia,B L 2,6.94
2018_2019,JTI,Virginia,B K,4.90
2018_2019,JTI,Virginia,C O 1,11.52
2018_2019,JTI,Virginia,C O 2,9.82
2018_2019,JTI,Virginia,C O 3,7.89
2018_2019,JTI,Virginia,C R 1,8.21
2018_2019,JTI,Virginia,C R 2,5.61
2018_2019,JTI,Virginia,C R 3,3.30
2018_2019,JTI,Virginia,C L 1,8.09
2018_2019,JTI,Virginia,C L 2,6.40
2018_2019,JTI,Virginia,C K,3.91
2018_2019,JTI,Virginia,X O 1,9.82
2018_2019,JTI,Virginia,X O 2,8.50
2018_2019,JTI,Virginia,X O 3,6.74
2018_2019,JTI,Virginia,X R 1,7.61
2018_2019,JTI,Virginia,X R 2,4.54
2018_2019,JTI,Virginia,X R 3,2.48
2018_2019,JTI,Virginia,X L 1,7.12
2018_2019,JTI,Virginia,X L 2,5.65
2018_2019,JTI,Virginia,X K,2.87
2018_2019,JTI,Virginia,G 2,3.74
2018_2019,JTI,Virginia,G 3,0.96
2018_2019,JTI,Virginia,N,2.31
2018_2019,JTI,Virginia,S C,0.88
